k_E,k_M,k_CD,k_CDS,k_R,k_RE,k_b,k_CE,k_I,k_P1,k_P2,k_DP,d_M,d_E,d_CD,d_CE,d_R,d_RP,d_RE,d_I,K_S,K_M,K_E,K_CD,K_CE,K_RP,K_P1,K_P2,off_thresh
0.5437,0.1956,0.0037,1.5052,1.7422,250.8749,0.0125,0.1652,0.9493,106.6742,37.195,1.0636,5.4049,0.0294,0.9447,0.1635,0.0965,0.0198,0.0261,1.717,4.0284,0.1644,0.0405,1.3022,3.0019,0.0012,9.7671,0.413,0.8604622184188422
0.228,0.1962,0.1919,0.1594,0.466,711.8712,0.001,2.7493,0.1963,87.38,240.5751,4.2279,0.0957,0.1992,0.2163,11.7878,0.0634,0.0105,0.0572,0.1327,0.1754,0.1819,0.4708,1.7228,0.0936,0.0022,6.3234,1.1794,0.7767034113825269
0.5512,0.5025,0.1783,0.6027,0.0253,1688.2817,0.0016,0.0859,0.0559999999999999,13.1566,6.1995,1.0908,0.9177,0.816,6.7501,3.7315,0.0504,0.1551,0.0114,1.3327,1.0917,0.0413,0.1257,1.3999,5.3668,0.0036,1.1908,4.9864,1.3876797186324314
0.2347,2.3042,0.0136,0.7879,0.1636,44.463,0.01,0.1078,0.0449,4.7389,7.8601,0.3661,0.4124,0.1911,1.7129,0.2094,0.0316,0.0624,0.1871,0.0484,1.6908,0.217,0.0179,6.7948,6.2268,0.0967,1.9,3.1956,2.315646207936933
1.8239,0.1154,0.0037,0.3912,0.445,171.1799,0.0094,0.4785,0.5971,26.2463,46.1161,0.9167,0.0909,0.4099,0.1997,3.7767,0.0692,0.0151,0.1591,0.1119999999999999,0.6909,1.0214,0.5186,1.7487,2.2893,0.0031,0.2689,13.2862,1.435868843797934
0.2333,0.1211,0.0586,0.4667,0.4952,552.4769,0.0181,2.3138,0.0567,95.0306,50.3995,0.9744,0.1484,0.1274,0.4329,0.4041,0.0091,0.1391,0.128,0.2709,3.9698,0.2295,0.052,4.6593,0.4126,0.0521,2.807,16.7456,1.003336694441452
1.4880000000000002,0.3288,0.07400000000000001,0.2245,0.0503,291.3018,0.0048,0.1269,0.1499,23.3446,18.4952,26.922,2.2445,1.0349,1.3969999999999998,0.3951,0.5133,0.0172,0.0637,1.1964,0.0515,0.1169,0.3355,1.3523,1.8534,0.0837,8.4538,0.2702,0.7506365055719758
3.3031,0.2343,0.0038,0.0462,0.6399,137.8037,0.0146,0.0467,0.0939,132.7118,6.2428,25.208,0.1567,0.0759,0.3058,2.1683,0.2482,0.3184,0.0069999999999999,0.1115,4.2524,0.3017,0.0842,0.7153,4.722,0.0055,1.7538,4.2758,1.7031089353146065
1.0026,0.5117,0.0069,0.1986,0.1058,751.1738,0.0153,0.0385,0.9421,141.8907,94.743,4.0511,0.1002,0.2272,0.5564,0.4218,0.0275,0.0403,0.0294,0.643,1.5433,0.828,0.8423,0.4234,0.3963,0.0065,1.7747,1.2115,0.55207731450131
2.4768,0.4113,0.0068,0.8097,0.1019,51.9166,0.0008,0.0373,0.0214,8.0079,20.3295,0.67,0.8659,0.0653,0.5466,11.503,0.0353,0.0506,0.1345,1.8466,2.6136,0.4512,0.3095,0.9195,2.7255,0.0177,4.7671,7.8427,1.674286062245708
1.6704,0.8245,0.0109,0.9876,0.1834,797.337,0.0093,0.9083,0.0394,5.6316,123.8772,7.8648,1.2834,0.6662,1.7402,3.6137,0.1738,0.0248,0.0398,0.2486,0.4172,0.0873,0.0855,0.485,0.1287,0.0453,5.8415,6.8344,1.645950978298644
1.2834,0.1104,0.0075,1.2052,0.0316,257.3791,0.0048,0.1085,1.2578,12.1259,8.5707,6.0592,0.0804,1.1482,0.7876,10.833,0.0073,0.0676,0.0938,0.0716,1.0946,0.1018,0.2268,6.7959,4.4683,0.0296,0.267,1.0126,1.2960990098148373
1.4477,0.2435,0.0053,0.3971,0.077,1189.2987,0.001,0.1523,0.7194,443.2717,284.9799,18.2383,0.3336,0.091,13.7503,1.1374,0.0711,0.0392,0.2869,1.4858,1.7541,0.1033,0.3689,2.3494,0.8268,0.0132,0.3468,0.3637,2.7466281233133096
0.2903,1.4257,0.0456,0.2418,0.1613,1268.4497,0.0263,0.1085,0.3322,423.8745,13.0989,12.775,4.2539,0.047,0.397,0.3104,0.0259,0.0181,0.0032,0.0864,1.918,0.5562,0.0204,7.0157,0.2799,0.0655,0.4205,0.3341,1.2314020782232693
1.2741,0.3544,0.1202,0.1801,0.0508,24.4725,0.0044,0.2341,1.0622,4.7263,214.1152,0.5691,0.3335,0.24,6.1709,1.9973,0.2826,0.0177,0.0323,0.5133,0.7631,0.5063,0.6473,1.9146,0.2212,0.0395,1.0172,15.4008,0.9371209211431264
0.3432,0.139,0.0037,3.9255,0.03,1035.1572,0.0006,0.0507,0.2668,5.3989,424.947,20.638,0.0921,0.7406,1.5295,0.2232,0.0108,0.0282,0.2241,1.7857,3.2811,0.5422,0.0283,6.7193,0.9106,0.0518,4.4823,1.4866,1.0742311901272228
3.6978,0.2252,0.1613,0.9188,0.1747,41.974,0.0084,0.0362,0.2211,36.0576,111.685,29.582,1.4554,0.0475,1.1515,1.0027,0.5449,0.466,0.1648,1.0855,2.6544,0.1217,0.6798,3.9514,1.2224,0.0191,1.0485,12.8597,0.6548284764120079
0.858,2.9669,0.1904,0.7539,0.4755,524.0761,0.0007,0.1801,0.5163,22.6048,21.4531,7.2638,0.1162,0.2159,1.1253,0.7188,0.0104,0.0103,0.0618,1.4822,0.5378,0.0427,0.252,0.1427,0.2401,0.0012,2.6352,9.2199,7.518877849848049
0.0982,0.423,0.0048,1.6127,0.1809,38.8069,0.0027,0.0697,0.0309,147.8412,301.8823,17.8005,0.1889999999999999,1.8038,3.613,1.943,0.0128,0.2755,0.006,0.2757,1.2155,0.2346,0.0214,0.8816,0.1288,0.0124,9.8896,0.7214,3.930682262109677
0.1711,4.0653,0.0349,0.8270000000000001,0.0476,937.7261,0.0007,1.0029,0.0178,15.6837,71.0592,2.7793,0.0744,0.0648,3.044,2.2916,0.0788,0.0204,0.0061,0.1038,2.6793,1.0399,0.2235,0.5244,5.8628,0.0058,0.492,2.207,1.886770253887835
0.1568,0.1832,0.1574,2.244,0.0288,226.5812,0.0013,0.035,0.6725,9.4452,143.2752,1.2919,3.1128,0.0393,4.4927,2.6857,0.5061,0.5106,0.0208,0.1783,1.0188,0.0197,0.1488,1.2158,0.1807,0.0201,16.482,0.4844,2.609525625390047
0.7472,0.2426,0.1201,0.2413,0.2407,178.0211,0.0005,0.1124,0.1573,187.1129,13.1111,1.4038,6.0443,0.0395,5.2983,0.213,0.0158,0.3519,0.0649,0.3615,1.2134,0.0585,0.6536,0.1325,6.9707,0.0125,5.8197,2.8124,6.448194659423047
0.552,6.1443,0.1991,2.9294,0.2619,978.8996,0.0059,0.1229,0.612,375.425,159.0186,3.928,0.8,0.2857,7.2962,2.4217,0.0219,0.0507,0.0314,0.0958,1.0826,0.019,0.0226,3.8093,1.6932,0.0161,16.717,10.0349,0.6775683139898405
0.2755,4.7298,0.0051,0.5348,0.1464,92.0849,0.0202,0.1992,0.591,18.3849,9.9461,10.9925,0.1422,0.88,0.1836,2.6058,0.2182,0.356,0.2148,0.0824,2.0192,1.4240000000000002,0.0211,3.8523,0.1967,0.0501,13.8885,4.8661,2.0548628870165624
0.7414,0.728,0.0076,0.4928,0.4507,42.7649,0.0006,0.2231,0.0183,139.0406,103.8375,3.549,0.4445,0.6782,6.6557,1.2425,0.0281,0.1181,0.0427,0.1104,4.7513,0.9711,0.127,0.5213,8.2395,0.0065,1.7796,0.8793,4.505780832731132
0.7057,3.2098,0.258,2.7325,1.6927,182.6253,0.0005,0.2118,0.0203,135.4366,23.3219,10.7627,3.5597,1.369,8.1902,12.523,0.2431,0.0259,0.0114,0.4418,1.3179,0.0187,0.0579999999999999,9.1086,0.2692,0.0042,1.9813,12.7856,2.940701375809125
0.8322,0.6275,0.2397,0.3768,0.3019,138.0649,0.0005,0.0524,0.0276,189.7185,34.4585,22.2642,2.543,0.3474,0.1583,0.416,0.0138,0.0836,0.0103,2.2152,1.1316,0.0289999999999999,0.2505,3.2317,6.3647,0.0939,18.5053,0.8183,0.831584287316239
0.2642,6.2701,0.0066,2.6753,0.6394,36.2259,0.0007,0.0408,0.1713,263.8856,104.7622,1.4677,0.2047,0.321,13.3395,5.1431,0.0169,0.0097,0.0248,0.1254,3.9177,0.6636,0.2059,6.9897,2.5989,0.0023,2.4472,0.2903,7.391630756375023
0.5329999999999999,0.9015,0.0097,0.0819,0.1436,158.8137,0.0004,0.1639999999999999,0.8211,13.7202,6.4832,7.6596,0.1557,0.0506,0.5148,9.3537,0.0079,0.5853,0.1159999999999999,0.6821,3.3572,0.2249,0.0266,0.1674,7.7744,0.012,0.2016,0.2586,0.8903429761951652
0.6003,0.795,0.0877,0.4475,0.1821,254.1991,0.0052,0.6557,0.2284,54.8806,10.353,1.4318,6.6429,0.1666,2.812,0.4265,0.0137,0.5996,0.0139,0.2606,0.7765,0.0491,0.0609,5.1087,6.2366,0.0354,1.8101,0.376,2.842008638456872
3.8694,0.3166,0.0162,1.7411,0.0783,114.8688,0.0003,0.0635,1.1193,154.0981,28.2153,4.5821,0.9821,0.0517,3.8542,12.5011,0.026,0.5534,0.204,1.4868,1.3872,0.5692,0.1413,4.0838,0.6315,0.0996,17.8389,1.9296,0.6548284764120079
0.3335,0.56,0.151,0.6174,0.7695,108.8532,0.0004,0.2409,0.3417,12.6217,203.2118,8.0986,6.266,0.043,2.7358,0.7803,0.4003,0.1918,0.0031,0.3803,3.5824,0.3203,0.0593,0.2766,1.5676,0.0167,0.2181,0.8955,0.9371209211431264
1.3162,0.3022,0.0826,2.2415,0.1819,123.5343,0.0087,0.2245,0.0482,54.838,323.2564,13.0829,5.1397,0.0519,10.4977,4.6105,0.0346,0.3784,0.0332,0.0708,2.4269,0.0371,0.4388,0.1012,0.2714,0.0016,0.4226,9.3566,2.1628238251881
2.9175,0.2899,0.0684,1.7907,0.5043,569.9672,0.0017,0.217,0.0246,6.6627,77.3023,12.0924,0.5455,1.1705,0.8471,2.1351,0.1487,0.5299,0.0899,0.0499,1.3329,0.0577,0.0914,0.3296,0.1357,0.0272,1.9852,0.3843,2.521947461459773
0.5738,2.1717,0.0114,0.1155,0.0792,1221.7515,0.0004,1.3488,0.1019,272.2791,76.7384,2.1852,0.2516,0.207,1.2285,12.2463,0.0679,0.1369999999999999,0.0138,0.0468,2.6531,0.1957,0.033,6.5884,2.9316,0.01,3.5026,1.1679,0.9696637599248892
0.1394,6.2649,0.0734,0.1487,0.0442,656.3916,0.0018,2.346,0.0458,179.4891,10.2867,6.2249,1.2651,0.098,2.9576,11.8837,0.2792,0.1829,0.1081,1.1081,0.2218,0.5698,0.1703,0.5155,0.0976,0.0012,3.2230000000000003,0.3601,1.2741642430656293
1.5255,3.6592,0.0046,2.9507,0.0645,577.7847,0.0107,0.0527,0.0556,10.6659,30.9377,12.4569,3.0559,0.0708,0.2158,8.6796,0.2337,0.0173,0.0238,1.1456,0.9937,0.7548,0.4106,1.2649,0.2066,0.0045,17.9144,3.3608,0.6775683139898405
2.4984,0.1393,0.0576,0.1737,0.0358,563.1305,0.0004,0.1382,0.0802,39.0503,17.0397,3.6918,2.4714,0.5833,2.997,0.8272,0.1201,0.0269,0.1677,0.23,3.312,0.5832,0.0288,1.3313,0.9601,0.004,6.2449,0.3865,3.4880168971319225
3.1526,2.5483,0.0182,2.6683,0.3003,89.4525,0.0019,0.0427,0.1351,67.4967,279.942,32.4727,0.2979,0.7058,5.3319,5.7857,0.1384,0.0206,0.0169,0.1285,2.6671,0.5094,0.1618,4.8909,0.5246,0.0011,4.6503,0.4173,0.6437463678832092
2.0704,0.2591,0.0125,0.0815,0.1173,1052.0306,0.0107,0.4497,0.5039,135.8668,14.3082,32.7442,0.0928,1.1622,0.9591,0.6848,0.0824,0.4529999999999999,0.006,0.6211,4.0493,0.1402,0.1954,5.6053,4.7411,0.0189,0.5664,19.8954,9.071799651388478
3.9212,4.16,0.2788,2.31,0.3214,53.2841,0.0019,0.1538,0.2577,13.8903,141.6963,0.5598,0.4769,1.0191,1.3215,0.5797,0.0533,0.0585,0.1574,0.7276,4.1212,0.5491,0.8084,8.5277,2.4998,0.096,0.2593,1.003,0.55207731450131
0.2508,8.2761,0.0231,0.0468,0.7954,49.4112,0.0038,2.3283,0.0537,50.1033,17.1883,1.2084,2.0209,0.3077,5.7074,11.1687,0.0273,0.0063,0.0351,1.4084,2.2394,0.18,0.0327,1.2338,0.1686,0.0046,1.2967,1.6726,0.524519459754819
3.5915,6.6965,0.0753,0.0918,0.1826,25.7685,0.0017,0.4922,0.0369,12.3297,4.5438,6.9596,0.763,0.0342,14.3129,2.7575,0.5446,0.0111,0.0692,2.8798,1.9516,1.273,0.5947,0.7555,0.2652,0.0337,3.4096,1.3831,1.0927241047717842
3.9308,0.1958,0.0036,0.0672,0.0875,1551.4964,0.0004,0.5458,0.1158,85.1372,49.9054,9.7523,2.2385,0.3353,2.4219,11.6868,0.0526,0.0712,0.044,0.1754,2.6901,0.0312,0.0717,0.3556,0.159,0.0195,4.4937,8.4346,1.341107866377506
1.5964,1.9536,0.0342,1.3399,0.9904,517.3818,0.0062,2.7355,0.2407,10.5036,5.5121,4.4833,1.4563,1.4697,0.1713,1.499,0.0849,0.4194,0.0536,0.3496,1.8191,0.7851,0.1098,5.0927,0.0962,0.0015,0.3586,11.7928,0.921261385208434
2.658,0.1404,0.1442,0.1529,0.1422,977.2456,0.0123,0.4781,0.2723,29.8386,10.4741,19.716,3.1630000000000003,0.0267,6.9945,1.844,0.1552,0.0231,0.0324,0.0676,2.0306,0.0303,0.0163,1.1921,0.2822,0.0011,14.2287,18.9553,1.003336694441452
3.5436,0.23199999999999998,0.1471,1.7930000000000001,1.7489,153.3712,0.0039,0.4568,0.0754,34.7179,77.2773,22.1914,0.129,1.0303,0.6382,5.7511,0.1313,0.0094,0.0631,0.2703,1.6674,0.0875,1.1003,0.4357,6.7597,0.0348,4.9887,8.7405,7.14356059228261
3.4267,0.7554,0.1173,0.3106,0.0555,34.6217,0.0017,0.7941,0.1334,344.5872,6.9997,1.5774,0.1397,2.4202,11.9993,0.3765,0.1152,0.1298,0.1386,0.0989,2.2276,0.4127,0.7431,6.1283,0.2788,0.0195,16.0319,0.4327,1.3184113840781164
3.0583,4.8731,0.0123,0.051,0.1939,742.8223,0.0003,2.2426,0.1952,171.1768,316.055,18.0241,0.5173,0.0448,0.4903,2.9392,0.2722,0.1107,0.0042,2.3701,4.9632,0.4647,0.1638,1.4277,0.7557,0.0051,10.0635,16.3515,3.734475738152657
0.0618,1.9202,0.1692,0.0553,0.0325,1075.6837,0.0246,0.4134,0.0403,8.0989,402.9434,0.4247,0.5545,0.2104,5.1584,1.9608,0.0371,0.0457,0.0204,2.8621,3.7564,0.3629,0.2321,1.8272,1.4898,0.0021,0.3154,10.0315,7.779981432285307
1.3981,0.3464,0.0041,0.3991,0.1674,23.6128,0.001,0.1595,0.1288,309.1536,13.9952,3.1901,2.8926,0.0813,5.9655,0.3102,0.0828,0.0171,0.0781,0.0573,0.3801,0.314,0.1465,2.9439,0.2197,0.0703,7.8068,7.2939,1.252600693321218
1.3397,0.4824,0.0506,0.8079999999999999,0.3637,128.2449,0.0029,0.1001,0.7458,437.4801,114.1243,8.2085,0.0845,1.0109,12.1841,0.9566,0.0085,0.0132,0.0551,0.034,1.2725,0.3054,0.0373,0.2052,3.0281,0.0246,5.6825,1.1194,0.6221416270109802
0.4536,0.41,0.0172,0.8679,0.0854,56.1406,0.0107,0.1426,0.0377,128.5766,23.5611,0.7071,0.1579,0.0837,5.822,12.6805,0.2229,0.0582,0.0129,1.546,4.0279,0.3082,0.6983,1.1941,0.1636,0.0021,15.4613,0.3938,6.786977918073822
1.1494,0.2118,0.1414,1.092,0.1403,1538.7315,0.0004,1.9886,0.6041,26.5096,64.717,1.7847,0.6931,0.0257,1.6916,6.6831,0.045,0.1398,0.0342,0.085,2.2573,0.7631,0.0518,0.4804,2.2885,0.0046,0.3473,13.4267,1.886770253887835
0.4605,0.1233,0.0572,0.0455,0.087,882.9888,0.0075,0.5342,0.0197,25.5676,10.9898,3.2453,0.5661,0.6574,0.7321,0.2568,0.0088,0.2824,0.287,0.1283,1.1915,0.0476,0.043,0.1226,0.6787,0.0025,0.8135,1.6882,0.9371209211431264
2.9238,0.5389,0.0065,0.2396,0.1873,213.0659,0.0008,0.0839,0.2247,76.9617,115.4984,7.0274,3.1109,0.0478,14.4833,1.2115,0.0426,0.0484,0.0151,1.1361,3.6168,0.0995,0.0351,6.7029,1.147,0.0036,3.6706,1.4394,0.6661013636940104
2.5446,3.3547,0.0088,1.2369,1.1701,29.8029,0.001,0.1055,0.0375,253.083,5.6411,0.6792,0.389,2.1484,3.6384,0.9342,0.1036,0.0234,0.0218,0.0531,1.103,1.2477,0.3005,7.3002,0.1058,0.025,10.5657,2.25,1.020609158712262
0.2728,0.1942,0.009000000000000001,0.0602,0.0287,190.8938,0.0005,0.3321,0.3873,53.1182,12.7888,0.3608,0.109,0.2509,13.2024,3.7868,0.0084,0.1291,0.1828,0.1406,3.2398,0.3525,0.0225,0.1875,0.2173,0.0027,1.7162,0.8358,0.8903429761951652
0.3809,0.2009,0.0101,2.6935,0.7457,1489.3785,0.0004,0.797,0.3692,28.7454,20.6077,4.7215,0.2707,0.0796,1.1826,1.5849,0.0386,0.0119,0.1261,0.9844,0.2591,0.1374,0.5391,2.5494,2.2568,0.0165,1.1093,3.0546,4.66225039382754
1.2813,0.1546,0.1977,0.1076,0.0469,750.1828,0.0003,3.0443,0.759,281.905,8.821,26.0742,0.5336,0.2596,12.4058,3.3684,0.0097,0.0202,0.0849,0.252,0.6972,0.1612,0.1807,0.3035,0.4379999999999999,0.0486,1.262,4.1117,0.7506365055719758
0.6742,0.1286,0.0119,0.7206,1.3645,40.2654,0.0256,0.7035,0.0203,441.5998,26.1189,32.8824,0.1623,0.1051,9.7921,0.2053,0.4905,0.255,0.0716,0.1881,0.8451,0.1566,0.64,0.8602,0.2115,0.0058,2.6317,1.2687,1.169934601268782
2.6497,1.3286,0.0285,4.1309,0.0922,131.0271,0.0201,1.1354,0.0359,11.2318,5.8769,27.6187,0.0952,1.2221,0.5874,0.2023,0.01,0.0514,0.0213,0.0836,0.7466,0.1542,1.4886,4.5403,5.5569,0.005,0.8254,0.3882,1.537325511450894
0.0833,0.214,0.005,0.0731,0.7257,667.7027,0.0012,2.115,0.4901,186.9478,180.9182,24.7774,0.1561,0.1579,0.1897,0.1518,0.0262,0.2657,0.0257,0.3551,4.6442,0.311,0.0934,0.662,0.3272,0.017,0.367,8.225,1.823448448197939
3.0753,0.1084,0.0141,4.2458,0.0261,484.4704,0.0121,0.1422,0.9491,6.981,101.958,0.5737,2.7348,0.2788,8.6124,12.0568,0.0705,0.1252,0.0043,0.1264,1.2161,0.1408,0.1691,3.1386,0.6509999999999999,0.0602,5.2703,2.0431,1.674286062245708
0.3444,0.3825,0.0138,1.4432,0.0618,710.057,0.0105,0.0873,0.067,24.185,12.8428,0.9401,1.3142,0.2779,2.6776,1.2322,0.0094,0.2855,0.0068,1.8339,0.4287,0.0346,0.7643,0.1224,0.1757,0.0015,14.7551,0.4717,3.0952035965756077
0.2405,5.2235,0.0714,0.0841,0.0355,332.2005,0.0262,0.0635,0.0162,8.1366,26.9153,11.8637,1.1374,0.2864,6.6261,0.4629999999999999,0.292,0.0264,0.02,0.2192,2.0318,0.7587,0.0954,2.0739,4.8986,0.0025,1.7404,8.895,1.5113083042345257
3.9625,2.9189,0.2667,1.811,0.0854,501.5515,0.0018,0.0365,0.018,31.0784,255.0267,6.9398,0.4218,1.9834,5.5701,1.0364,0.0286,0.3189,0.0042,0.2687,0.3515,1.3282,0.1759,2.9612,9.0529,0.0091,16.2125,9.3849,1.150135000778134
1.2584,0.1018,0.0072,1.1064,0.5514,1478.9012,0.0021,0.0493,0.2372,12.5735,8.7646,0.6631,0.1028,1.2966,0.6897,10.058,0.0627,0.0095,0.0035,0.0357,4.9361,0.0257,0.3838,1.4304,2.2218,0.0028,1.0569,7.1161,4.7425111415855845
0.4298,1.3395,0.0075,0.7724,0.1104,46.2187,0.0004,0.0692,0.0721,45.6738,65.3472,1.0011,1.252,0.1735,12.3128,0.8524,0.0628,0.0083,0.0111,0.0697,3.5928,0.0384,0.1575,0.2749,0.2801,0.0011,8.5571,1.4034,0.7010978243319052
2.839,0.5451,0.2384,4.4678,0.034,719.4225,0.0056,0.0556,0.0425,17.1563,47.8518,10.5868,0.7502,1.7822,4.6865,0.2595,0.0124,0.1038,0.0173,1.9183,0.557,0.7758,0.3979999999999999,4.7341,6.0685,0.0664,0.6376,7.2522,1.485731403944893
1.7531,0.3029,0.011000000000000001,0.055,0.1614,292.8465,0.0015,0.7904,0.0261,233.7662,9.0755,6.3012,3.7524,0.3156,0.2723,1.6079,0.1483,0.0334,0.004,0.1868,0.8336,1.3808,0.1608,2.4542,0.5655,0.005,2.2505,4.8187,3.734475738152657
1.1021,1.9065,0.2406,1.4116,0.639,133.1442,0.0028,0.0962,0.0331,5.0867,16.3174,13.9171,0.2987,0.1901,1.4478,3.109,0.0135,0.1897,0.2157,2.488,3.5609,0.3164,0.0203,2.9431,1.5974,0.0181,0.3967,19.4425,2.8909338825319995
0.8001,0.1426,0.1603,0.6436,0.3845,483.2024,0.0008,0.4249,0.0202,134.8317,7.2608,22.7176,0.3551,0.1943,0.573,2.0088,0.2174,0.0806,0.0984,0.9259,1.9881,0.0408,0.2196,3.2806,2.257,0.0483,1.8792,2.5177,2.609525625390047
0.0736,0.2263,0.0046,0.0596,0.0306,99.931,0.0007,0.2207,0.0338,70.4647,41.9219,14.1559,0.1653,0.0595,0.225,10.7931,0.5625,0.0091,0.0756,2.9294,0.2546,0.0224,0.2522,7.7518,6.6268,0.0281,1.7889,2.254,1.919251047202832
3.5092,0.3138,0.0136,1.7091,0.4872,1779.5584,0.0005,0.212,0.0953,42.7523,248.1452,0.9055,1.489,1.5036,13.172,3.6886,0.0718,0.1127,0.0069999999999999,0.0619,2.4943,0.0249,0.2505,0.3174,0.2063,0.0015,0.3472,0.6909,0.6221416270109802
0.5476,7.0851,0.0032,0.321,0.0608,1579.3039,0.0289999999999999,0.2781,0.0824,33.7197,17.5292,0.4103,2.3877,0.8958,1.5535,0.172,0.3028,0.0179,0.0147,0.9303,0.8501,0.14,0.6353,0.2307,0.0967,0.0685,8.4941,6.0544,0.5712489738203328
0.6219,0.5511,0.0128,0.1374,0.0207,1713.0368,0.0147,1.376,0.0219,11.275,71.0103,8.8097,0.4611,0.2683,4.924,4.263,0.0138,0.0739,0.0163,0.0859,3.2253,0.7571,0.0238,0.1814,7.5362,0.0618,0.6672,1.0866,0.5810830380429529
2.0535,0.1713,0.0659,0.1624,0.2195,411.168,0.0086,0.4591,0.2292,351.6865,437.1803,23.3816,1.9209,0.2042,1.3278,0.7364,0.0813,0.0125,0.0036,0.8633,0.546,0.1183,0.1352,0.1005,7.479,0.0014,8.0529,1.9799,0.7010978243319052
0.7857,5.6131,0.0573,0.4938,1.3598,251.3588,0.0169,0.2059,0.0186,8.4172,6.852,1.5401,1.3487,0.4131,0.3856,0.7131,0.0518,0.0503,0.01,0.0676,1.5854,0.0451,0.1391,2.5989,7.4241,0.0645,2.0389,0.3624,1.6180954282857098
0.6687,0.2245,0.004,1.4624,0.0212,1436.4569,0.0076,0.0532,0.1731,4.6289,4.773,1.2227,0.4148,0.0862,3.3461,0.3271,0.0173,0.0234,0.0979,0.0605,0.294,1.485,0.4819,0.1393,4.4627,0.0351,0.2073,0.2443,2.8909338825319995
0.4411,0.4915,0.003,0.0714,0.0614,29.7286,0.0057,0.4719,1.1558,271.4382,21.6696,12.0764,0.0812,0.0969999999999999,0.2821,4.2615,0.0354,0.0094,0.1202,1.9523,1.5408,0.7926,0.7732,6.9728,1.7812,0.0035,0.5687,3.6606,2.3960602713947914
0.7791,1.0876,0.1077,2.1343,0.1969,749.7304,0.0118,0.0934,0.0163,12.6082,110.096,9.15,1.2503,0.0272,1.8052,0.787,0.0606,0.0209,0.0058,0.6387,3.5604,0.3138,0.0173,1.2913,0.0939,0.0069,10.0452,1.974,1.645950978298644
0.3281,0.8698,0.0499,1.1138,0.2042,998.8104,0.0099,0.1172,0.0951,54.792,81.4915,1.3867,0.5866,0.2874,7.246,8.0653,0.1281,0.0073,0.1195,1.5446,0.8066,0.0163,0.0195,0.1178,0.4208,0.0327,7.7577,14.0632,1.4115686569042938
0.6477,4.7068,0.2861,0.2357,0.3439,118.7281,0.0053,0.1413,0.8808,373.7089,56.9738,6.5189,0.3586,0.0425,4.7931,2.6568,0.0341,0.0303,0.0086,0.1258,0.2477,0.2512,0.4276,0.5637,0.4045,0.0016,1.2352,0.2148,1.590711296727367
1.4954,3.4919,0.0058,2.2013,0.0919,53.158,0.0269,0.0447,0.0845,120.0838,94.4139,5.8729,1.9099,0.1758,10.2522,1.6885,0.1246,0.387,0.0039,0.4768,1.683,1.1581,0.3369,0.364,0.9676,0.0255,10.0411,11.4259,0.5615813381678192
0.5961,0.1861,0.0306,1.2214,0.0679,207.4462,0.0042,0.8461,0.2659,12.0527,80.8929,0.7967,0.4642,0.8884,0.6808,1.5636,0.0138,0.5406,0.0711,0.0826,0.0823,0.2396,0.0768,3.7127,1.4033,0.005,17.7543,6.2172,0.725444429932863
1.1534,0.2911,0.0436,0.0549,0.0311,1705.9916,0.0158,0.6242,0.6272,4.9867,40.8601,11.8152,3.0268,1.0736,9.1815,7.9652,0.0526,0.0704,0.1833,0.3669,0.3467,0.1333,0.0588,2.39,0.2804,0.0019,9.1843,0.564,2.654448669048292
1.7244,0.1338,0.0209,2.3357,0.4685,147.959,0.0004,0.1366,0.3523,6.0305,20.0526,1.4406,0.1323,0.2939,3.0647,2.0394,0.1571,0.0888,0.0609,2.549,2.6667,0.0253,0.0433,2.838,0.1695,0.0015,0.7643,2.0183,1.210562221734083
0.1117,0.9434,0.0787,2.1548,0.0457,687.1496,0.004,0.6727,0.0673,7.8877,5.4327,5.9135,0.6036,0.0941,14.3296,1.0471,0.5383,0.0407,0.1965,0.3033,3.3102,0.1645,0.0469,2.0656,0.2214,0.0026,0.2067,1.0479,1.886770253887835
3.3951,3.8545,0.2785,0.0462,0.0254,1697.3413,0.0009,0.3099,0.5015,4.985,98.9993,20.6471,3.2098,0.9507,3.0938,0.1971,0.1266,0.196,0.0785,0.3431,1.1547,1.2729,0.2191,3.2553,0.5034,0.0934,3.6521,0.2758,1.3184113840781164
0.2221,5.4051,0.0415,0.7952,0.5027,401.0798,0.0056,1.5292,0.2926,24.726,11.2988,0.363,0.1066,0.0657,0.2452,0.1727,0.0162,0.3583,0.0373,0.4679,4.5906,0.7263,0.6188,1.4094,4.2851,0.0042,11.8541,0.5,2.521947461459773
1.1877,0.1467,0.0095,0.07200000000000001,0.2559,358.6942,0.0014,0.1069,0.0634,148.9104,54.4246,18.2399,0.2861,0.0641,0.6763,13.4516,0.0633,0.1052,0.2312,0.7493,1.0011,0.1309,0.2391,0.1156,0.1714,0.0178,0.877,1.0966,1.2960990098148373
0.0598,1.7814,0.2259,0.1715,1.2542,1681.3801,0.0006,0.086,0.0643,257.6845,5.7189,2.1478,0.8290000000000001,0.039,0.5885,9.6188,0.2228,0.0289,0.0041,0.5556,1.0231,0.8943,0.2498,2.7154,1.1568,0.0024,5.2296,0.7557,1.150135000778134
