k_E,k_M,k_CD,k_CDS,k_R,k_RE,k_b,k_CE,k_I,k_P1,k_P2,k_DP,d_M,d_E,d_CD,d_CE,d_R,d_RP,d_RE,d_I,K_S,K_M,K_E,K_CD,K_CE,K_RP,K_P1,K_P2,bistable,rebi
3.2533,5.3846,0.1848,3.1257,1.2348,1032.4907,0.0255,1.6333,0.7927,272.1898,324.2218,30.4178,2.0759,1.9925,2.2353,5.6802,0.4529,0.4832,0.1921,2.1892,1.6137,0.4333,0.0497,1.7006,8.9922,0.007,8.1102,3.5148,1,0
2.5032,9.6831,0.0176,4.2598,0.5491,109.5217,0.0017,2.9168,0.551,118.7477,142.0015,27.6679,3.1326,0.9446,5.7956,6.419,0.51,0.5418,0.043,0.7009,2.1252,0.7607,0.5301,6.766,2.5115,0.04,3.2911,14.0095,1,1
3.0138,9.5674,0.0543,2.4806,0.3719,1680.146,0.0014,1.6352,1.1157,105.8051,336.1266,33.1971,1.3388,1.3683,6.7297,13.9657,0.5912,0.4812,0.1314,0.3812,2.5925,0.8865,0.0776,0.1845,1.18,0.0071,6.8894,17.5876,1,1
3.7654,7.6401,0.28,3.3734,0.103,801.8073,0.0249,2.8242,0.3204,323.7974,346.967,18.378,3.337,2.1965,3.0431,2.3109,0.1402,0.2934,0.0422,2.2377,4.4416,0.4631,0.1707,7.9741,4.4049,0.0395,8.0247,11.2225,1,1
1.2121,8.1221,0.0435,2.7131,0.2111,369.1287,0.0071,0.08,0.7097,395.8006,13.2997,33.2795,2.0335,1.366,12.1851,14.6591,0.4529,0.5467,0.0833,0.1796,0.3609,0.7499,0.0988,5.3727,2.0881,0.0892,2.9307,10.5289,1,1
1.7653,6.7121,0.2692,0.8363,0.2125,36.8745,0.022,1.1488,0.8075,36.5405,382.0173,17.0187,3.285,2.0457,8.48,2.9714,0.1465,0.1153,0.1742,0.3831,0.5035,0.2282,0.2329,4.8608,7.9813,0.0659,17.267,8.7309,1,1
2.9765,9.516,0.1959,1.5944,1.3428,304.0921,0.0061,3.1235,0.3085,381.0061,312.2743,0.9763,1.8347,0.7001,7.4916,14.4748,0.3429,0.5954,0.127,0.6514,3.9521,1.2705,0.7961,7.8847,5.3107,0.0268,0.3401,3.0681,1,1
2.5051,4.3563,0.1207,2.759,1.3019,20.7166,0.0035,0.4159,1.0639,263.0526,119.2689,35.019,0.9152,0.0675,6.6152,4.9176,0.5829,0.4396,0.0441,1.6044,3.1622,0.514,0.6228,1.3844,5.7485,0.0822,5.768,4.7308,1,1
2.3025,5.9505,0.1329,4.2652,0.9724,1458.2266,0.0136,1.786,0.9327,308.7957,238.2952,4.296,5.0505,0.4104,6.3242,7.4839,0.2006,0.2904,0.2063,0.3204,0.6779,0.5696,0.7537,0.3944,4.3215,0.0225,18.3394,8.4669,1,1
3.9744,1.997,0.1601,1.175,1.0492,128.9249,0.0178,2.9955,1.4734,70.0165,221.4192,30.8672,1.4209,2.4923,1.7765,0.4291,0.4588,0.0103,0.06,2.7803,4.532,0.3593,0.1977,6.8268,3.9296,0.0867,4.9973,9.5932,1,1
3.4946,9.9387,0.0124,2.9334,1.753,789.9416,0.0011,2.5399,0.6176,198.5645,16.9146,1.0953,3.6554,0.1744,4.0179,7.6729,0.2777,0.5638,0.2451,2.4875,2.5221,1.3187,0.933,2.9311,3.087,0.0698,4.6221,11.2461,1,1
2.1745,3.4301,0.1785,0.5686,0.7896,808.9989,0.0166,1.7009,1.4961,400.6962,109.7751,9.1476,3.005,0.874,2.0252,7.0757,0.0145,0.0146,0.0672,0.4796,1.3123,0.9937,0.7203,0.2517,0.7555,0.0382,9.7354,17.1079,1,0
3.9556,8.1934,0.0751,2.7543,0.535,33.5542,0.0276,1.3313,0.7678,306.5811,13.8649,6.9843,1.7737,0.1859,8.1692,11.2712,0.3707,0.2977,0.1648,1.885,4.6845,0.5535,1.3331,3.9635,2.3792,0.0837,4.3556,3.3597,1,1
2.8879,9.3782,0.1719,4.3415,1.0899,1331.7163,0.0244,2.8293,0.9491,265.9675,122.964,17.4034,5.8884,0.4532,1.2156,9.1877,0.0857,0.233,0.2017,0.2436,0.3986,0.4408,0.0575,6.456,6.0529,0.0251,3.0475,17.311,1,1
1.7323,1.4927,0.151,3.7714,0.0478,1770.2483,0.0126,1.7578,1.178,246.02,427.1027,19.6589,0.1385,2.2362,8.3574,7.049,0.4031,0.0966,0.1229,1.0404,4.8367,0.1395,0.1654,1.2174,8.6556,0.0235,11.7668,7.153,1,1
2.3182,3.2368,0.2039,3.0321,0.9177,124.2655,0.0089,3.1707,0.358,234.8535,305.7227,10.0706,6.6218,0.5559,8.4233,9.1764,0.3109,0.3593,0.2072,1.902,3.249,0.0201,0.2309,5.8791,2.1634,0.093,16.268,1.5262,1,1
